url,final_url,status_code,load_time_ms,title,meta_description,canonical,h1_count,h1_text,word_count,images_total,images_with_alt,internal_links_count,jsonld_count,jsonld_types,og_title,og_description,og_image,ga4_sessions,ga4_engagement_rate,ga4_bounce_rate
https://crazybowlsandwraps.com/lto-menu-items/jalapeno-cilantro-wrap/,https://crazybowlsandwraps.com/lto-menu-items/jalapeno-cilantro-wrap/,200,374,JALAPEÑO CILANTRO WRAP  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/lto-menu-items/jalapeno-cilantro-wrap/,1,JALAPEÑO CILANTRO WRAP,30,1,1,3,0,,,,,,,
https://crazybowlsandwraps.com/fall-menu/,https://crazybowlsandwraps.com/fall-menu/,200,232,Fall Menu – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/fall-menu/,0,,508,17,6,4,0,,,,,595,0.7580,0.2420
https://crazybowlsandwraps.com/sides/carrots/,https://crazybowlsandwraps.com/sides/carrots/,200,196,Carrots – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/sides/carrots/,1,Carrots,14,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/menu/,https://crazybowlsandwraps.com/menu/,200,225,Menu – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/menu/,0,,698,89,27,73,0,,,,,20660,0.6823,0.3177
https://crazybowlsandwraps.com/wraps/pesto-wrap/,https://crazybowlsandwraps.com/wraps/pesto-wrap/,200,196,Pesto Wrap – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/wraps/pesto-wrap/,1,Pesto Wrap,26,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/starters/bbq-chicken-quesadilla/,https://crazybowlsandwraps.com/starters/bbq-chicken-quesadilla/,200,201,BBQ Chicken Quesadilla  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/bbq-chicken-quesadilla/,1,BBQ Chicken Quesadilla,25,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/bowls/jerk-bowl/,https://crazybowlsandwraps.com/bowls/jerk-bowl/,200,237,Jerk Bowl – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/bowls/jerk-bowl/,1,Jerk Bowl,29,2,2,3,0,,,,,,,
https://crazybowlsandwraps.com/wraps/buffalo-wrap/,https://crazybowlsandwraps.com/wraps/buffalo-wrap/,200,203,Buffalo Wrap – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/wraps/buffalo-wrap/,1,Buffalo Wrap,28,2,1,3,0,,,,,164,0.3659,0.6341
https://crazybowlsandwraps.com/breakfast/healthy-burrito/,https://crazybowlsandwraps.com/breakfast/healthy-burrito/,200,86,Healthy Burrito  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/breakfast/healthy-burrito/,1,Healthy Burrito,35,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/Hours/breakfast-monday-saturday-8am-1030am/,https://crazybowlsandwraps.com/Hours/breakfast-monday-saturday-8am-1030am/,200,485,Breakfast Monday – Saturday 8am-10:30am – Crazy Bowls and Wraps,,,1,Hour:Breakfast Monday - Saturday 8am-10:30am,23,1,1,3,0,,,,,,,
https://crazybowlsandwraps.com/bowls/bean-veggie-bowl-7-35-8-55/,https://crazybowlsandwraps.com/bowls/bean-veggie-bowl-7-35-8-55/,200,201,Bean & Veggie Bowl – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/bowls/bean-veggie-bowl-7-35-8-55/,1,Bean & Veggie Bowl,31,2,2,3,0,,,,,,,
